Episode,Date,Guests (Himself/Herself - Role),References
19x04,2021-07-09,yo0hg9al:Des Clarke (Himself - Host);bbjlysaj:Fred MacAulay (Himself);atq5kqc3:Amy Matthews (Herself);wuf3ef9r:Ria Lina (Herself);ipsv3r78:Billy Kirkwood (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/19/4/
19x05,2021-07-16,yo0hg9al:Des Clarke (Himself - Host);irmr1td1:Sindhu Vee (Herself);3cyg48c5:Ray Bradshaw (Himself);6789ekpd:Jamie MacDonald (Himself);o7c9j7r2:Susan Riddell (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/19/5/
19x06,2021-07-23,yo0hg9al:Des Clarke (Himself - Host);oc9qloaa:Laura Lexx (Herself);4fardcxu:Mark Nelson (Himself);3wc11fj2:Krystal Evans (Herself);v6il3b2p:Rosco McClelland (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/19/6/
19x07,2021-07-30,yo0hg9al:Des Clarke (Himself - Host);ra1ov9e4:Neil Delamere (Himself);mbdoxt50:Ayesha Hazarika (Herself);5eveb8p1:Jo Caulfield (Herself);1npplmab:Connor Burns (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/19/7/
19x08,2021-08-06,yo0hg9al:Des Clarke (Himself - Host);ifylat4m:Ahir Shah (Himself);qe4nnl4n:Susie McCabe (Herself);l2nbkkfm:Marc Jennings (Himself);uhxw9vxb:Tiffany Stevenson (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/19/8/
19x09,2021-08-13,yo0hg9al:Des Clarke (Himself - Host);mh7o9kml:Jim Smith (Himself);v5ud22gw:Janey Godley (Herself);qwrviibp:Stuart Mitchell (Himself);1l6yikyd:Elaine Malcolmson (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/19/9/
19x10,2021-08-20,yo0hg9al:Des Clarke (Himself - Host);g1yvca5i:Catherine Bohart (Herself);yd2npdyx:Gareth Waugh (Himself);sy2sdgn0:Dane Baptiste (Himself);4o0erhve:Rachel Jackson (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/19/10/
19x11,2021-08-27,yo0hg9al:Des Clarke (Himself - Host);bgfey1xd:Josie Long (Herself);jy005qm0:Raymond Mearns (Himself);9w6faun1:Jay Lafferty (Herself);kixa6kqn:Bruce Devlin (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/19/11/
20x01,2021-10-15,yo0hg9al:Des Clarke (Himself - Host);qwrviibp:Stuart Mitchell (Himself);atq5kqc3:Amy Matthews (Herself);1l6yikyd:Elaine Malcolmson (Herself);6789ekpd:Jamie MacDonald (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/20/1/
20x02,2021-10-22,yo0hg9al:Des Clarke (Himself - Host);bgfey1xd:Josie Long (Herself);qe4nnl4n:Susie McCabe (Herself);ea7kakgp:Alun Cochrane (Himself);oo77uuzu:Chris Thorburn (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/20/2/
20x03,2021-10-29,yo0hg9al:Des Clarke (Himself - Host);9w6faun1:Jay Lafferty (Herself);wuf3ef9r:Ria Lina (Herself);kixa6kqn:Bruce Devlin (Himself);1npplmab:Connor Burns (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/20/3/
20x04,2021-11-05,yo0hg9al:Des Clarke (Himself - Host);27y8byz9:Rory Bremner (Himself);xfir9m27:Val McDermid (Herself);ipsv3r78:Billy Kirkwood (Himself);3wc11fj2:Krystal Evans (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/20/4/
20x05,2021-11-12,yo0hg9al:Des Clarke (Himself - Host);mh7o9kml:Jim Smith (Himself);rpobptuc:Ashley Storrie (Herself);9w6faun1:Jay Lafferty (Herself);jy005qm0:Raymond Mearns (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/20/5/
20x06,2021-11-19,yo0hg9al:Des Clarke (Himself - Host);o7c9j7r2:Susan Riddell (Herself);bbjlysaj:Fred MacAulay (Himself);mbdoxt50:Ayesha Hazarika (Herself);m9avpti1:Alistair Barrie (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/20/6/
20x07,2021-11-26,yo0hg9al:Des Clarke (Himself - Host);pgoexum5:Lucy Porter (Herself);36j431bg:David Kay (Himself);3cyg48c5:Ray Bradshaw (Himself);2xd62pbg:Karen Bartke (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/20/7/
20x08,2021-12-03,yo0hg9al:Des Clarke (Himself - Host);g1yvca5i:Catherine Bohart (Herself);yzcnla0i:Geoff Norcott (Himself);02u2qjhq:Wendy Wason (Herself);d6y23535:Christopher Macarthur-Boyd (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/20/8/
20x09,2021-12-10,yo0hg9al:Des Clarke (Himself - Host);5eveb8p1:Jo Caulfield (Herself);4fardcxu:Mark Nelson (Himself);1l6yikyd:Elaine Malcolmson (Herself);b9w9p305:Liam Withnail (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/20/9/
20x10,2021-12-17,yo0hg9al:Des Clarke (Himself - Host);8uj80z2f:Athena Kugblenu (Herself);9sqpxu9c:Marjolein Robertson (Herself);l2nbkkfm:Marc Jennings (Himself);owizaj5p:Paul McDaniel (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/20/10/
20x12,2021-12-31,yo0hg9al:Des Clarke (Himself - Host);mh7o9kml:Jim Smith (Himself);521jju92:Catriona Shearer (Herself);qe4nnl4n:Susie McCabe (Herself);jy005qm0:Raymond Mearns (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/20/12/
21x01,2022-02-18,yo0hg9al:Des Clarke (Himself - Host);bbjlysaj:Fred MacAulay (Himself);5eveb8p1:Jo Caulfield (Herself);rpobptuc:Ashley Storrie (Herself);b9w9p305:Liam Withnail (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/21/1/
21x02,2022-02-25,yo0hg9al:Des Clarke (Himself - Host);uhxw9vxb:Tiffany Stevenson (Herself);3cyg48c5:Ray Bradshaw (Himself);9w6faun1:Jay Lafferty (Herself);l2nbkkfm:Marc Jennings (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/21/2/
21x03,2022-03-04,yo0hg9al:Des Clarke (Himself - Host);yzcnla0i:Geoff Norcott (Himself);atq5kqc3:Amy Matthews (Herself);qwrviibp:Stuart Mitchell (Himself);4o0erhve:Rachel Jackson (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/21/3/
21x04,2022-03-11,yo0hg9al:Des Clarke (Himself - Host);27y8byz9:Rory Bremner (Himself);o7c9j7r2:Susan Riddell (Herself);1l6yikyd:Elaine Malcolmson (Herself);alzysz94:Stephen Buchanan (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/21/4/
21x05,2022-03-18,yo0hg9al:Des Clarke (Himself - Host);qe4nnl4n:Susie McCabe (Herself);rbk3287h:Scott Agnew (Himself);cev8sy6q:Rachel Fairburn (Herself);v6il3b2p:Rosco McClelland (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/21/5/
21x06,2022-03-25,yo0hg9al:Des Clarke (Himself - Host);9w6faun1:Jay Lafferty (Herself);6789ekpd:Jamie MacDonald (Himself);nzhktfk8:Eleanor Morton (Herself);yd2npdyx:Gareth Waugh (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/21/6/
21x07,2022-04-01,yo0hg9al:Des Clarke (Himself - Host);jy005qm0:Raymond Mearns (Himself);wuf3ef9r:Ria Lina (Herself);owizaj5p:Paul McDaniel (Himself);b8u882ab:Clare Johnston (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/21/7/
21x08,2022-04-08,yo0hg9al:Des Clarke (Himself - Host);xfir9m27:Val McDermid (Herself);ikeaww1y:Rachel Parris (Herself);4fardcxu:Mark Nelson (Himself);36j431bg:David Kay (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/21/8/
21x09,2022-04-15,yo0hg9al:Des Clarke (Himself - Host);n5ouehky:Olga Koch (Herself);o2iakgfe:Paul Foot (Himself);1l6yikyd:Elaine Malcolmson (Herself);d6y23535:Christopher Macarthur-Boyd (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/21/9/
21x10,2022-04-22,yo0hg9al:Des Clarke (Himself - Host);ra1ov9e4:Neil Delamere (Himself);9sqpxu9c:Marjolein Robertson (Herself);3wc11fj2:Krystal Evans (Herself);oo77uuzu:Chris Thorburn (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/21/10/
22x01,2022-06-17,yo0hg9al:Des Clarke (Himself - Host);9sqpxu9c:Marjolein Robertson (Herself);3cyg48c5:Ray Bradshaw (Himself);3wc11fj2:Krystal Evans (Herself);jy005qm0:Raymond Mearns (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/22/1/
22x02,2022-06-24,yo0hg9al:Des Clarke (Himself - Host);wuf3ef9r:Ria Lina (Herself);b9w9p305:Liam Withnail (Himself);9w6faun1:Jay Lafferty (Herself);qwrviibp:Stuart Mitchell (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/22/2/
22x03,2022-07-01,yo0hg9al:Des Clarke (Himself - Host);xml46qv1:Priya Hall (Herself);rbk3287h:Scott Agnew (Himself);1l6yikyd:Elaine Malcolmson (Herself);bbjlysaj:Fred MacAulay (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/22/3/
22x04,2022-07-08,yo0hg9al:Des Clarke (Himself - Host);bgfey1xd:Josie Long (Herself);8xijk1kh:Aaron Simmonds (Himself);rpobptuc:Ashley Storrie (Herself);l2nbkkfm:Marc Jennings (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/22/4/
22x05,2022-07-15,yo0hg9al:Des Clarke (Himself - Host);m9avpti1:Alistair Barrie (Himself);t1fas7bj:Esther Manito (Herself);o7c9j7r2:Susan Riddell (Herself);d6y23535:Christopher Macarthur-Boyd (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/22/5/
22x06,2022-07-22,yo0hg9al:Des Clarke (Himself - Host);8uj80z2f:Athena Kugblenu (Herself);v6il3b2p:Rosco McClelland (Himself);nzhktfk8:Eleanor Morton (Herself);4fardcxu:Mark Nelson (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/22/6/
22x07,2022-07-29,yo0hg9al:Des Clarke (Himself - Host);wphysp4x:Alison Spittle (Herself);c6le1tv0:Vittorio Angelone (Himself);atq5kqc3:Amy Matthews (Herself);jnjpntd0:Chris Forbes (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/22/7/
22x08,2022-08-05,yo0hg9al:Des Clarke (Himself - Host);uhxw9vxb:Tiffany Stevenson (Herself);4rpkeyy5:Alasdair Beckett-King (Himself);qe4nnl4n:Susie McCabe (Herself);6789ekpd:Jamie MacDonald (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/22/8/
22x09,2022-08-12,yo0hg9al:Des Clarke (Himself - Host);mh7o9kml:Jim Smith (Himself);4o00yn0w:Sophie Duker (Herself);xfir9m27:Val McDermid (Herself);luynjnx4:Andrew Maxwell (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/22/9/
22x10,2022-08-19,yo0hg9al:Des Clarke (Himself - Host);qmq4ai22:Celya AB (Herself);ra1ov9e4:Neil Delamere (Himself);mbdoxt50:Ayesha Hazarika (Herself);1npplmab:Connor Burns (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/22/10/
23x01,2022-10-14,yo0hg9al:Des Clarke (Himself - Host);3cyg48c5:Ray Bradshaw (Himself);ujo9g32j:Leila Navabi (Herself);1l6yikyd:Elaine Malcolmson (Herself);ea7kakgp:Alun Cochrane (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/23/1/
23x02,2022-10-21,yo0hg9al:Des Clarke (Himself - Host);flxpwhut:Karen Dunbar (Herself);l2nbkkfm:Marc Jennings (Himself);8cqjeb14:Hannah Fairweather (Herself);oo77uuzu:Chris Thorburn (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/23/2/
23x03,2022-10-28,yo0hg9al:Des Clarke (Himself - Host);0bqcr2yg:Glenn Moore (Himself);3wc11fj2:Krystal Evans (Herself);qwrviibp:Stuart Mitchell (Himself);ge0o6imo:Njambi McGrath (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/23/3/
23x04,2022-11-04,yo0hg9al:Des Clarke (Himself - Host);rpobptuc:Ashley Storrie (Herself);rbk3287h:Scott Agnew (Himself);qmq4ai22:Celya AB (Herself);ipsv3r78:Billy Kirkwood (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/23/4/
23x05,2022-11-11,yo0hg9al:Des Clarke (Himself - Host);wuf3ef9r:Ria Lina (Herself);mh7o9kml:Jim Smith (Himself);nzhktfk8:Eleanor Morton (Herself);yd2npdyx:Gareth Waugh (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/23/5/
23x06,2022-11-18,yo0hg9al:Des Clarke (Himself - Host);atq5kqc3:Amy Matthews (Herself);njmdsb5p:Ignacio Lopez (Himself);5eveb8p1:Jo Caulfield (Herself);alzysz94:Stephen Buchanan (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/23/6/
23x07,2022-11-25,yo0hg9al:Des Clarke (Himself - Host);t1fas7bj:Esther Manito (Herself);36j431bg:David Kay (Himself);9w6faun1:Jay Lafferty (Herself);4fardcxu:Mark Nelson (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/23/7/
23x08,2022-12-02,yo0hg9al:Des Clarke (Himself - Host);bgfey1xd:Josie Long (Herself);i6jkoxqv:Daliso Chaponda (Himself);o7c9j7r2:Susan Riddell (Herself);d6y23535:Christopher Macarthur-Boyd (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/23/8/
23x09,2022-12-09,yo0hg9al:Des Clarke (Himself - Host);0vsjrxuu:Stuart McPherson (Himself);9sqpxu9c:Marjolein Robertson (Herself);xml46qv1:Priya Hall (Herself);6789ekpd:Jamie MacDonald (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/23/9/
23x10,2022-12-16,yo0hg9al:Des Clarke (Himself - Host);pgoexum5:Lucy Porter (Herself);4rpkeyy5:Alasdair Beckett-King (Himself);2xd62pbg:Karen Bartke (Herself);jy005qm0:Raymond Mearns (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/23/10/
23x11,2022-12-30,yo0hg9al:Des Clarke (Himself - Host);qe4nnl4n:Susie McCabe (Herself);jnjpntd0:Chris Forbes (Himself);flxpwhut:Karen Dunbar (Herself);ra1ov9e4:Neil Delamere (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/23/12/
24x01,2023-02-17,yo0hg9al:Des Clarke (Himself - Host);9w6faun1:Jay Lafferty (Herself);0bqcr2yg:Glenn Moore (Himself);o7c9j7r2:Susan Riddell (Herself);1npplmab:Connor Burns (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/24/1/
24x02,2023-02-24,yo0hg9al:Des Clarke (Himself - Host);0jlb2uxd:Thanyia Moore (Herself);kixa6kqn:Bruce Devlin (Himself);nzhktfk8:Eleanor Morton (Herself);yd2npdyx:Gareth Waugh (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/24/2/
24x03,2023-03-03,yo0hg9al:Des Clarke (Himself - Host);8uj80z2f:Athena Kugblenu (Herself);oo77uuzu:Chris Thorburn (Himself);1l6yikyd:Elaine Malcolmson (Herself);jy005qm0:Raymond Mearns (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/24/3/
24x04,2023-03-06,yo0hg9al:Des Clarke (Himself - Host);30np5w57:Kaye Adams (Herself);6789ekpd:Jamie MacDonald (Himself);5eveb8p1:Jo Caulfield (Herself);qwrviibp:Stuart Mitchell (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/24/4/
24x05,2023-03-10,yo0hg9al:Des Clarke (Himself - Host);rpobptuc:Ashley Storrie (Herself);i6jkoxqv:Daliso Chaponda (Himself);9sqpxu9c:Marjolein Robertson (Herself);3cyg48c5:Ray Bradshaw (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/24/5/
24x06,2023-03-17,yo0hg9al:Des Clarke (Himself - Host);4fardcxu:Mark Nelson (Himself);1pm9oie5:Diona Doherty (Herself);njmdsb5p:Ignacio Lopez (Himself);8cqjeb14:Hannah Fairweather (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/24/6/
24x07,2023-03-24,yo0hg9al:Des Clarke (Himself - Host);qe4nnl4n:Susie McCabe (Herself);4rpkeyy5:Alasdair Beckett-King (Himself);wuf3ef9r:Ria Lina (Herself);owizaj5p:Paul McDaniel (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/24/7/
24x08,2023-03-31,yo0hg9al:Des Clarke (Himself - Host);xfir9m27:Val McDermid (Herself);mh7o9kml:Jim Smith (Himself);zs45y9m6:Felicity Ward (Herself);l2nbkkfm:Marc Jennings (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/24/8/
24x09,2023-04-07,yo0hg9al:Des Clarke (Himself - Host);9w6faun1:Jay Lafferty (Herself);0vsjrxuu:Stuart McPherson (Himself);2xd62pbg:Karen Bartke (Herself);v6il3b2p:Rosco McClelland (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/24/9/
24x10,2023-04-14,yo0hg9al:Des Clarke (Himself - Host);qwrviibp:Stuart Mitchell (Himself);qmq4ai22:Celya AB (Herself);yzcnla0i:Geoff Norcott (Himself);atq5kqc3:Amy Matthews (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/24/10/
24x11,2023-04-21,yo0hg9al:Des Clarke (Himself - Host);v5ud22gw:Janey Godley (Herself);d6y23535:Christopher Macarthur-Boyd (Himself);t1fas7bj:Esther Manito (Herself);rbk3287h:Scott Agnew (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/24/11/
25x01,2023-06-23,yo0hg9al:Des Clarke (Himself - Host);wuf3ef9r:Ria Lina (Herself);md12bh4k:Pierre Novellie (Himself);rpobptuc:Ashley Storrie (Herself);yd2npdyx:Gareth Waugh (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/25/1/
25x02,2023-06-30,yo0hg9al:Des Clarke (Himself - Host);rbk3287h:Scott Agnew (Himself);atq5kqc3:Amy Matthews (Herself);v6il3b2p:Rosco McClelland (Himself);zmxveopr:Tatty Macleod (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/25/2/
25x03,2023-07-07,yo0hg9al:Des Clarke (Himself - Host);uhxw9vxb:Tiffany Stevenson (Herself);jy005qm0:Raymond Mearns (Himself);9sqpxu9c:Marjolein Robertson (Herself);oo77uuzu:Chris Thorburn (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/25/3/
25x04,2023-07-14,yo0hg9al:Des Clarke (Himself - Host);ra1ov9e4:Neil Delamere (Himself);o7c9j7r2:Susan Riddell (Herself);b9w9p305:Liam Withnail (Himself);xzm9ecj8:Dana Alexander (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/25/4/
25x05,2023-07-21,yo0hg9al:Des Clarke (Himself - Host);v5ud22gw:Janey Godley (Herself);4fardcxu:Mark Nelson (Himself);wphysp4x:Alison Spittle (Herself);jnjpntd0:Chris Forbes (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/25/5/
25x06,2023-07-28,yo0hg9al:Des Clarke (Himself - Host);8uj80z2f:Athena Kugblenu (Herself);l2nbkkfm:Marc Jennings (Himself);3wc11fj2:Krystal Evans (Herself);ipsv3r78:Billy Kirkwood (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/25/6/
25x07,2023-08-04,yo0hg9al:Des Clarke (Himself - Host);3cyg48c5:Ray Bradshaw (Himself);1pm9oie5:Diona Doherty (Herself);36j431bg:David Kay (Himself);2xd62pbg:Karen Bartke (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/25/7/
25x08,2023-08-11,yo0hg9al:Des Clarke (Himself - Host);qe4nnl4n:Susie McCabe (Herself);funl9xzs:Marcus Brigstocke (Himself);o7c9j7r2:Susan Riddell (Herself);1npplmab:Connor Burns (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/25/8/
25x09,2023-08-18,yo0hg9al:Des Clarke (Himself - Host);xfir9m27:Val McDermid (Herself);lqu3n4lu:Ed Byrne (Himself);n5ouehky:Olga Koch (Herself);qwrviibp:Stuart Mitchell (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/25/9/
25x10,2023-08-25,yo0hg9al:Des Clarke (Himself - Host);bgfey1xd:Josie Long (Herself);njmdsb5p:Ignacio Lopez (Himself);1l6yikyd:Elaine Malcolmson (Herself);mh7o9kml:Jim Smith (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/25/10/
26x01,2023-10-13,yo0hg9al:Des Clarke (Himself - Host);wuf3ef9r:Ria Lina (Herself);yd2npdyx:Gareth Waugh (Himself);o7c9j7r2:Susan Riddell (Herself);2prf7nn7:Elliot Steel (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/26/1/
26x02,2023-10-20,yo0hg9al:Des Clarke (Himself - Host);6789ekpd:Jamie MacDonald (Himself);9sqpxu9c:Marjolein Robertson (Herself);1npplmab:Connor Burns (Himself);zmxveopr:Tatty Macleod (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/26/2/
26x03,2023-10-27,yo0hg9al:Des Clarke (Himself - Host);3cyg48c5:Ray Bradshaw (Himself);v5ud22gw:Janey Godley (Herself);kixa6kqn:Bruce Devlin (Himself);8uj80z2f:Athena Kugblenu (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/26/3/
26x04,2023-11-03,yo0hg9al:Des Clarke (Himself - Host);qe4nnl4n:Susie McCabe (Herself);jnjpntd0:Chris Forbes (Himself);oc9qloaa:Laura Lexx (Herself);v6il3b2p:Rosco McClelland (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/26/4/
26x05,2023-11-10,yo0hg9al:Des Clarke (Himself - Host);rpobptuc:Ashley Storrie (Herself);mh7o9kml:Jim Smith (Himself);t1fas7bj:Esther Manito (Herself);njmdsb5p:Ignacio Lopez (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/26/5/
26x06,2023-11-17,yo0hg9al:Des Clarke (Himself - Host);9w6faun1:Jay Lafferty (Herself);qwrviibp:Stuart Mitchell (Himself);h40gkx5p:Ian Smith (Himself);xzm9ecj8:Dana Alexander (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/26/6/
26x07,2023-11-24,yo0hg9al:Des Clarke (Himself - Host);bgfey1xd:Josie Long (Herself);jy005qm0:Raymond Mearns (Himself);atq5kqc3:Amy Matthews (Herself);oo77uuzu:Chris Thorburn (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/26/7/
26x08,2023-12-01,yo0hg9al:Des Clarke (Himself - Host);zs45y9m6:Felicity Ward (Herself);4fardcxu:Mark Nelson (Himself);1l6yikyd:Elaine Malcolmson (Herself);b9w9p305:Liam Withnail (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/26/8/
26x09,2023-12-08,yo0hg9al:Des Clarke (Himself - Host);z5h8zk70:Kiri Pritchard Mclean (Herself);alzysz94:Stephen Buchanan (Himself);xfir9m27:Val McDermid (Herself);ipsv3r78:Billy Kirkwood (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/26/9/
26x10,2023-12-15,yo0hg9al:Des Clarke (Himself - Host);9w6faun1:Jay Lafferty (Herself);0vsjrxuu:Stuart McPherson (Himself);3wc11fj2:Krystal Evans (Herself);l2nbkkfm:Marc Jennings (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/26/10/
26x12,2023-12-29,yo0hg9al:Des Clarke (Himself - Host);rpobptuc:Ashley Storrie (Herself);wy7q4n0b:Sanjeev Kohli (Himself);fne2eqbt:Kirsty Wark (Herself);4fardcxu:Mark Nelson (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/26/12/
27x01,2024-02-16,yo0hg9al:Des Clarke (Himself - Host);9w6faun1:Jay Lafferty (Herself);3cyg48c5:Ray Bradshaw (Himself);wuf3ef9r:Ria Lina (Herself);jnjpntd0:Chris Forbes (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/27/1/
27x02,2024-02-23,yo0hg9al:Des Clarke (Himself - Host);qwrviibp:Stuart Mitchell (Himself);tuibw8v6:Bethany Black (Herself);v6il3b2p:Rosco McClelland (Himself);nzhktfk8:Eleanor Morton (Herself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/27/2/
27x03,2024-03-01,yo0hg9al:Des Clarke (Himself - Host);1l6yikyd:Elaine Malcolmson (Herself);l2nbkkfm:Marc Jennings (Himself);t1fas7bj:Esther Manito (Herself);p14nfv05:Don Biswas (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/27/3/
27x04,2024-03-08,yo0hg9al:Des Clarke (Himself - Host);qe4nnl4n:Susie McCabe (Herself);jy005qm0:Raymond Mearns (Himself);xfir9m27:Val McDermid (Herself);njmdsb5p:Ignacio Lopez (Himself),https://www.comedy.co.uk/radio/breaking_the_news/episodes/27/4/
