Episode,Date,Guests (Himself/Herself - Role),References
17x13,2018-12-21,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);m5gihwar:Ed Gamble (Himself);jtkbv70w:Zoe Lyons (Herself);xstc1ush:Milton Jones (Himself);27g5s77i:Angela Barnes (Herself);uhxw9vxb:Tiffany Stevenson (Herself);mkuo9ika:James Acaster (Himself);jzw2u6u6:Ellie Taylor (Herself);m5gihwar:Ed Gamble (Himself);ewwqjcle:Nish Kumar (Himself);z7kyp79h:Rhys James (Himself);78xjn9kp:Tez Ilyas (Himself);4omd31xd:Kerry Godliman (Herself);75gf53uy:Tom Allen (Himself);0bqcr2yg:Glenn Moore (Himself);zq3h8ifh:Darren Harriott (Himself);jgg561pd:London Hughes (Herself);1ayp9jx2:Ari Eldjárn (Himself);59gmixwl:Desiree Burch (Herself);4eq3cvso:Suzi Ruffell (Herself);bpkow9yl:Deborah Frances-White (Herself);ikeaww1y:Rachel Parris (Herself);z1nz6b3b:Larry Dean (Himself);yzcnla0i:Geoff Norcott (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/17/13/ https://www.bbc.co.uk/iplayer/episode/b0bw8l3h/mock-the-week-series-17-13-christmas-special
18x01,2019-05-23,x9y0q5f5:Dara O'Briain (Himself - Host);75gf53uy:Tom Allen (Himself);m5gihwar:Ed Gamble (Himself);4omd31xd:Kerry Godliman (Herself);z7kyp79h:Rhys James (Himself);irmr1td1:Sindhu Vee (Herself);i5uubaby:Hugh Dennis (Himself - Regular),https://www.comedy.co.uk/tv/mock_the_week/episodes/18/01
18x02,2019-05-30,x9y0q5f5:Dara O'Briain (Himself - Host);75gf53uy:Tom Allen (Himself);27g5s77i:Angela Barnes (Herself);m5gihwar:Ed Gamble (Himself);n5ouehky:Olga Koch (Herself);0bqcr2yg:Glenn Moore (Himself);i5uubaby:Hugh Dennis (Himself - Regular),https://www.comedy.co.uk/tv/mock_the_week/episodes/18/2/
18x03,2019-06-06,x9y0q5f5:Dara O'Briain (Himself - Host);27g5s77i:Angela Barnes (Herself);lqu3n4lu:Ed Byrne (Himself);z7kyp79h:Rhys James (Himself);ewwqjcle:Nish Kumar (Himself);jzw2u6u6:Ellie Taylor (Herself);i5uubaby:Hugh Dennis (Himself - Regular),https://www.comedy.co.uk/tv/mock_the_week/episodes/18/3/
18x04,2019-06-13,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);0bqcr2yg:Glenn Moore (Himself);m5gihwar:Ed Gamble (Himself);4omd31xd:Kerry Godliman (Herself);xstc1ush:Milton Jones (Himself);ikeaww1y:Rachel Parris (Herself),https://www.comedy.co.uk/tv/mock_the_week/episodes/18/4/
18x05,2019-06-21,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);jma7jazd:Maisie Adam (Herself);lqu3n4lu:Ed Byrne (Himself);z1nz6b3b:Larry Dean (Himself);m5gihwar:Ed Gamble (Himself);uhxw9vxb:Tiffany Stevenson (Herself),https://www.comedy.co.uk/tv/mock_the_week/episodes/18/5/
18x06,2019-06-27,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);75gf53uy:Tom Allen (Himself);27g5s77i:Angela Barnes (Herself);lqu3n4lu:Ed Byrne (Himself);4o00yn0w:Sophie Duker (Herself);xstc1ush:Milton Jones (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/18/6/
18x07,2019-11-01,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);5i6lb7ue:Eshaan Akbar (Himself);27g5s77i:Angela Barnes (Herself);m5gihwar:Ed Gamble (Himself);z7kyp79h:Rhys James (Himself);irmr1td1:Sindhu Vee (Herself),https://www.comedy.co.uk/tv/mock_the_week/episodes/18/7/
18x08,2019-11-08,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);lqu3n4lu:Ed Byrne (Himself);z7kyp79h:Rhys James (Himself);n5ouehky:Olga Koch (Herself);5hkarh8n:Nigel Ng (Himself);4eq3cvso:Suzi Ruffell (Herself),https://www.comedy.co.uk/tv/mock_the_week/episodes/18/8/
18x09,2019-11-15,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);jma7jazd:Maisie Adam (Herself);lqu3n4lu:Ed Byrne (Himself);4o00yn0w:Sophie Duker (Herself);m5gihwar:Ed Gamble (Himself);64491p7m:Mark Simmons (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/18/9/
18x10,2019-11-29,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);27g5s77i:Angela Barnes (Herself);lqu3n4lu:Ed Byrne (Himself);4omd31xd:Kerry Godliman (Herself);xstc1ush:Milton Jones (Himself);gyprn5xn:Chris Washington (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/18/10/
18x11,2019-12-06,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);75gf53uy:Tom Allen (Himself);m5gihwar:Ed Gamble (Himself);4omd31xd:Kerry Godliman (Herself);z7kyp79h:Rhys James (Himself);5l0pn3tm:Rosie Jones (Herself),https://www.comedy.co.uk/tv/mock_the_week/episodes/18/11/
18x13,2019-12-31,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);lqu3n4lu:Ed Byrne (Himself);xstc1ush:Milton Jones (Himself);27g5s77i:Angela Barnes (Herself);jzw2u6u6:Ellie Taylor (Herself);m5gihwar:Ed Gamble (Himself);ewwqjcle:Nish Kumar (Himself);z7kyp79h:Rhys James (Himself);4omd31xd:Kerry Godliman (Herself);75gf53uy:Tom Allen (Himself);0bqcr2yg:Glenn Moore (Himself);4eq3cvso:Suzi Ruffell (Herself);ikeaww1y:Rachel Parris (Herself);z1nz6b3b:Larry Dean (Himself);irmr1td1:Sindhu Vee (Herself);n5ouehky:Olga Koch (Herself);jma7jazd:Maisie Adam (Herself);uhxw9vxb:Tiffany Stevenson (Herself);4o00yn0w:Sophie Duker (Herself);5i6lb7ue:Eshaan Akbar (Himself);5hkarh8n:Nigel Ng (Himself);64491p7m:Mark Simmons (Himself);gyprn5xn:Chris Washington (Himself);5l0pn3tm:Rosie Jones (Herself),https://www.comedy.co.uk/tv/mock_the_week/episodes/18/13/
19x01,2020-10-22,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);75gf53uy:Tom Allen (Himself);27g5s77i:Angela Barnes (Herself);z7kyp79h:Rhys James (Himself);5hkarh8n:Nigel Ng (Himself);8uj80z2f:Athena Kugblenu (Herself),https://www.comedy.co.uk/tv/mock_the_week/episodes/19/1
19x02,2020-10-29,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);jma7jazd:Maisie Adam (Herself);5i6lb7ue:Eshaan Akbar (Himself);lqu3n4lu:Ed Byrne (Himself);4o00yn0w:Sophie Duker (Herself);m5gihwar:Ed Gamble (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/19/2/
19x03,2020-11-05,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);jma7jazd:Maisie Adam (Herself);lqu3n4lu:Ed Byrne (Himself);m5gihwar:Ed Gamble (Himself);ggkans1f:Sukh Ojla (Herself);64491p7m:Mark Simmons (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/19/3/
19x04,2020-11-19,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);27g5s77i:Angela Barnes (Herself);xstc1ush:Milton Jones (Himself);0jlb2uxd:Thanyia Moore (Herself);75gf53uy:Tom Allen (Himself);lqu3n4lu:Ed Byrne (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/19/4/
19x05,2020-11-26,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);27g5s77i:Angela Barnes (Herself);m5gihwar:Ed Gamble (Himself);z7kyp79h:Rhys James (Himself);jma7jazd:Maisie Adam (Herself);oqekmfwc:Michael Odewale (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/19/5/
19x06,2020-12-03,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);75gf53uy:Tom Allen (Himself);qm68754l:Maff Brown (Himself);wuf3ef9r:Ria Lina (Herself);lqu3n4lu:Ed Byrne (Himself);z7kyp79h:Rhys James (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/19/6/
19x07,2020-12-10,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);oc9qloaa:Laura Lexx (Herself);z7kyp79h:Rhys James (Himself);0bqcr2yg:Glenn Moore (Himself);ggkans1f:Sukh Ojla (Herself);lqu3n4lu:Ed Byrne (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/19/7/
19x08,2021-01-14,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);lqu3n4lu:Ed Byrne (Himself);jma7jazd:Maisie Adam (Herself);z7kyp79h:Rhys James (Himself);wuf3ef9r:Ria Lina (Herself);m5gihwar:Ed Gamble (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/19/10/
19x09,2021-01-21,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);27g5s77i:Angela Barnes (Herself);g1yvca5i:Catherine Bohart (Herself);m5gihwar:Ed Gamble (Himself);oqekmfwc:Michael Odewale (Himself);z7kyp79h:Rhys James (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/19/11/
19x10,2021-01-28,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);27g5s77i:Angela Barnes (Herself);m5gihwar:Ed Gamble (Himself);z7kyp79h:Rhys James (Himself);xstc1ush:Milton Jones (Himself);jma7jazd:Maisie Adam (Herself),
19x11,2021-02-04,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);jma7jazd:Maisie Adam (Herself);27g5s77i:Angela Barnes (Herself);m5gihwar:Ed Gamble (Himself);0bqcr2yg:Glenn Moore (Himself);ifylat4m:Ahir Shah (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/19/13/
20x01,2021-05-13,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);jma7jazd:Maisie Adam (Herself);27g5s77i:Angela Barnes (Herself);5i6lb7ue:Eshaan Akbar (Himself);z7kyp79h:Rhys James (Himself);4rpkeyy5:Alasdair Beckett-King (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/20/1/
20x02,2021-05-20,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);lqu3n4lu:Ed Byrne (Himself);g1yvca5i:Catherine Bohart (Herself);z7kyp79h:Rhys James (Himself);zs45y9m6:Felicity Ward (Herself);zq3h8ifh:Darren Harriott (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/20/2/
20x03,2021-05-27,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);jma7jazd:Maisie Adam (Herself);27g5s77i:Angela Barnes (Herself);z7kyp79h:Rhys James (Himself);v81w73de:Robin Morgan (Himself);ifylat4m:Ahir Shah (Himself),
20x04,2021-06-03,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);jma7jazd:Maisie Adam (Herself);27g5s77i:Angela Barnes (Herself);lqu3n4lu:Ed Byrne (Himself);xstc1ush:Milton Jones (Himself);iobu3qif:Kae Kurd (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/20/4/
20x05,2021-06-10,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);lqu3n4lu:Ed Byrne (Himself);z7kyp79h:Rhys James (Himself);8uj80z2f:Athena Kugblenu (Herself);oc9qloaa:Laura Lexx (Herself);4rpkeyy5:Alasdair Beckett-King (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/20/5/
20x06,2021-06-17,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);jma7jazd:Maisie Adam (Herself);27g5s77i:Angela Barnes (Herself);lqu3n4lu:Ed Byrne (Himself);0bqcr2yg:Glenn Moore (Himself);y7g8qms1:Evelyn Mok (Herself),https://www.comedy.co.uk/tv/mock_the_week/episodes/20/6/
20x07,2021-11-04,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);jma7jazd:Maisie Adam (Herself);4rpkeyy5:Alasdair Beckett-King (Himself);9t9u6aoh:Ivo Graham (Himself);z7kyp79h:Rhys James (Himself);wuf3ef9r:Ria Lina (Herself),https://www.comedy.co.uk/tv/mock_the_week/episodes/20/7/
20x08,2021-11-11,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);27g5s77i:Angela Barnes (Herself);lqu3n4lu:Ed Byrne (Himself);ydcva7s1:Sarah Keyworth (Themself);0bqcr2yg:Glenn Moore (Himself);ifylat4m:Ahir Shah (Himself),
20x09,2021-11-25,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);jma7jazd:Maisie Adam (Herself);27g5s77i:Angela Barnes (Herself);nkqn3qjw:Jen Brister (Herself);z7kyp79h:Rhys James (Himself);ifylat4m:Ahir Shah (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/20/9/
20x10,2021-12-02,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);27g5s77i:Angela Barnes (Herself);z7kyp79h:Rhys James (Himself);oc9qloaa:Laura Lexx (Herself);6z0an1kt:Jonny Pelham (Himself);ifylat4m:Ahir Shah (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/20/10/
20x11,2021-12-09,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);jma7jazd:Maisie Adam (Herself);z7kyp79h:Rhys James (Himself);xstc1ush:Milton Jones (Himself);m5rwcfn0:Emily Lloyd-Saini (Herself);0bqcr2yg:Glenn Moore (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/20/11/
20x12,2021-12-16,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);lqu3n4lu:Ed Byrne (Himself);xstc1ush:Milton Jones (Himself);27g5s77i:Angela Barnes (Herself);m5gihwar:Ed Gamble (Himself);z7kyp79h:Rhys James (Himself);9t9u6aoh:Ivo Graham (Himself);0bqcr2yg:Glenn Moore (Himself);zs45y9m6:Felicity Ward (Herself);zq3h8ifh:Darren Harriott (Himself);jma7jazd:Maisie Adam (Herself);5i6lb7ue:Eshaan Akbar (Himself);8uj80z2f:Athena Kugblenu (Herself);oqekmfwc:Michael Odewale (Himself);oc9qloaa:Laura Lexx (Herself);wuf3ef9r:Ria Lina (Herself);g1yvca5i:Catherine Bohart (Herself);ifylat4m:Ahir Shah (Himself);4rpkeyy5:Alasdair Beckett-King (Himself);v81w73de:Robin Morgan (Himself);iobu3qif:Kae Kurd (Himself);y7g8qms1:Evelyn Mok (Herself);ydcva7s1:Sarah Keyworth (Themself);nkqn3qjw:Jen Brister (Herself);6z0an1kt:Jonny Pelham (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/20/12/
20x13,2021-12-28,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);lqu3n4lu:Ed Byrne (Himself);xstc1ush:Milton Jones (Himself);27g5s77i:Angela Barnes (Herself);m5gihwar:Ed Gamble (Himself);z7kyp79h:Rhys James (Himself);9t9u6aoh:Ivo Graham (Himself);0bqcr2yg:Glenn Moore (Himself);zs45y9m6:Felicity Ward (Herself);zq3h8ifh:Darren Harriott (Himself);jma7jazd:Maisie Adam (Herself);5i6lb7ue:Eshaan Akbar (Himself);8uj80z2f:Athena Kugblenu (Herself);oqekmfwc:Michael Odewale (Himself);oc9qloaa:Laura Lexx (Herself);wuf3ef9r:Ria Lina (Herself);g1yvca5i:Catherine Bohart (Herself);ifylat4m:Ahir Shah (Himself);4rpkeyy5:Alasdair Beckett-King (Himself);v81w73de:Robin Morgan (Himself);iobu3qif:Kae Kurd (Himself);y7g8qms1:Evelyn Mok (Herself);ydcva7s1:Sarah Keyworth (Themself);nkqn3qjw:Jen Brister (Herself);6z0an1kt:Jonny Pelham (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/20/13/
21x01,2022-09-23,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);27g5s77i:Angela Barnes (Herself);z7kyp79h:Rhys James (Himself);4rpkeyy5:Alasdair Beckett-King (Himself);wuf3ef9r:Ria Lina (Herself);gidlllww:Josh Pugh (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/21/1/
21x02,2022-09-30,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);mkuo9ika:James Acaster (Himself);27g5s77i:Angela Barnes (Herself);lqu3n4lu:Ed Byrne (Himself);xstc1ush:Milton Jones (Himself);ewwqjcle:Nish Kumar (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/21/2/
21x03,2022-10-07,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);27g5s77i:Angela Barnes (Herself);z7kyp79h:Rhys James (Himself);oc9qloaa:Laura Lexx (Herself);0bqcr2yg:Glenn Moore (Himself);ifylat4m:Ahir Shah (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/21/3/
21x04,2022-10-14,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);27g5s77i:Angela Barnes (Herself);lqu3n4lu:Ed Byrne (Himself);h14rjv70:Sean McLoughlin (Himself);0bqcr2yg:Glenn Moore (Himself);nkqn3qjw:Jen Brister (Herself),https://www.comedy.co.uk/tv/mock_the_week/episodes/21/4/
21x05,2022-10-21,x9y0q5f5:Dara O'Briain (Himself - Host);i5uubaby:Hugh Dennis (Himself - Regular);27g5s77i:Angela Barnes (Herself);4rpkeyy5:Alasdair Beckett-King (Himself);z7kyp79h:Rhys James (Himself);jtkbv70w:Zoe Lyons (Herself);ifylat4m:Ahir Shah (Himself),https://www.comedy.co.uk/tv/mock_the_week/episodes/21/5/
