Episode,Date,Guests (Himself/Herself - Role)
20000622,2000-06-22,David Dimbleby (Himself - Host);Charles Kennedy (Himself)
20000629,2000-06-29,William Hague (Himself);David Dimbleby (Himself - Host)
20000706,2000-07-06,David Dimbleby (Himself - Host);Tony Blair (Himself)
20000921,2000-09-21,Clare Short (Herself);Vivienne Parry (Herself);Andrew Lansley (Himself);Germaine Greer (Herself);Menzies Campbell (Himself);David Dimbleby (Himself - Host)
20000928,2000-09-28,Jenny Tonge (Herself);Jack Straw (Himself);Michael Portillo (Himself);Piers Morgan (Himself);Richard Branson (Himself);David Dimbleby (Himself - Host)
20001005,2000-10-05,Tamara Ingram (Herself);Robin Cook (Himself);Malcolm Bruce (Himself);Mary Archer (Herself);Michael Ancram (Himself);David Dimbleby (Himself - Host)
20001012,2000-10-12,David Willetts (Himself);Allison Pearson (Herself);Helen Mary Jones (Herself);Nigel Havers (Himself);Ron Davies (Himself);David Dimbleby (Himself - Host)
20001019,2000-10-19,Robert Winston (Himself);Shirley Williams (Herself);Ann Taylor (Herself);Charles Moore (Himself);Kenneth Clarke (Himself);David Dimbleby (Himself - Host)
20001026,2000-10-26,Ruth Wishart (Herself);John Reid (Himself);David McLetchie (Himself);Margaret Ewing (Herself);Paddy Ashdown (Himself);David Dimbleby (Himself - Host)
20001102,2000-11-02,John Redwood (Himself);Matthew Parris (Himself);George Monbiot (Himself);Peter Hain (Himself);Shaks Ghosh (Herself);David Dimbleby (Himself - Host)
20001109,2000-11-09,Francis Maude (Himself);Dominic Lawson (Himself);Susan Kramer (Herself);Gary Hart (Himself);Diane Abbott (Herself);David Dimbleby (Himself - Host)
20001116,2000-11-16,Rowan Pelling (Herself);Theresa May (Herself);Geoff Hoon (Himself);Loyd Grossman (Himself);Navnit Dholakia (Himself);David Dimbleby (Himself - Host)
20001123,2000-11-23,Benjamin Zephaniah (Himself);Tim Yeo (Himself);Janet Street-Porter (Herself);Nigel Farage (Himself);David Blunkett (Himself);David Dimbleby (Himself - Host)
20001130,2000-11-30,Ann Widdecombe (Herself);Will Self (Himself);Paul Boateng (Himself);Jackie Ballard (Herself);David Dimbleby (Himself - Host)
20001207,2000-12-07,Suzanna Taverne (Herself);Andrew Motion (Himself);Roy Hattersley (Himself);John Bercow (Himself);David Dimbleby (Himself - Host)
20001214,2000-12-14,Michael Winner (Himself);Matthew Taylor (Himself);Harriet Harman (Herself);Iain Duncan Smith (Himself);Yasmin Alibhai-Brown (Herself);David Dimbleby (Himself - Host)
20010111,2001-01-11,David Puttnam (Himself);Julie Kirkbride (Herself);Trevor Kavanagh (Himself);Nick Harvey (Himself);Margaret Beckett (Herself);David Dimbleby (Himself - Host)
20010118,2001-01-18,Phil Willis (Himself);Margaret Jay (Herself);Liam Fox (Himself);Philip de Glanville (Himself);Yasmin Alibhai-Brown (Herself);David Dimbleby (Himself - Host)
20010125,2001-01-25,Tim Rice (Himself);Wayne Hemingway (Himself);Alistair Darling (Himself);Angela Browning (Herself);Rosie Boycott (Herself);David Dimbleby (Himself - Host)
20010201,2001-02-01,Claire Rayner (Herself);John McCririck (Himself);David Heathcoat-Amory (Himself);Tony Benn (Himself);David Dimbleby (Himself - Host)
20010208,2001-02-08,Andrew Rawnsley (Himself);Andrew Lansley (Himself);Charles Clarke (Himself);Karan Bilimoria (Himself);Jackie Ballard (Herself);David Dimbleby (Himself - Host)
20010215,2001-02-15,Robert Swan (Himself);Glenys Kinnock (Herself);Ieuan Wyn Jones (Himself);Cheryl Gillan (Herself);David Dimbleby (Himself - Host);Lembit Öpik (Himself)
20010222,2001-02-22,Shirley Williams (Herself);Francis Maude (Himself);Robin Cook (Himself);Conrad Black (Himself);David Dimbleby (Himself - Host)
20010301,2001-03-01,Tim Yeo (Himself);David Starkey (Himself);Raj Persaud (Himself);Muriel Gray (Herself);Nick Brown (Himself);David Dimbleby (Himself - Host)
20010308,2001-03-08,Clare Short (Herself);Michael Portillo (Himself);Ken Livingstone (Himself);Ruth Lea (Herself);Paddy Ashdown (Himself);David Dimbleby (Himself - Host)
20010315,2001-03-15,Tommy Sheridan (Himself);Helen Liddell (Herself);Iain Duncan Smith (Himself);Roseanna Cunningham (Herself);Malcolm Bruce (Himself);David Dimbleby (Himself - Host)
20010322,2001-03-22,Matthew Taylor (Himself);Darcus Howe (Himself);Clarissa Dickson-Wright (Herself);Michael Ancram (Himself);David Dimbleby (Himself - Host);Hélène Hayman (Herself)
20010329,2001-03-29,Ann Widdecombe (Herself);Anna White (Herself);Alan Milburn (Himself);Michael Gove (Himself);Menzies Campbell (Himself);David Dimbleby (Himself - Host)
20010404,2001-04-04,David Willetts (Himself);Janet Street-Porter (Herself);Roger Scruton (Himself);Simon Hughes (Himself);Stephen Byers (Himself);David Dimbleby (Himself - Host)
20010426,2001-04-26,Tanni Grey-Thompson (Herself);Simon Heffer (Himself);Charles Falconer (Himself);Martin Bell (Himself);Peter Ainsworth (Himself);David Dimbleby (Himself - Host)
20010503,2001-05-03,Petronella Wyatt (Herself);Chris Smith (Himself);Mark Oaten (Himself);Bill Morris (Himself);Theresa May (Herself);David Dimbleby (Himself - Host)
20010510,2001-05-10,Chris Woodhead (Himself);Polly Toynbee (Herself);Jenny Tonge (Herself);John Redwood (Himself);Margaret Beckett (Herself);David Dimbleby (Himself - Host)
20010515,2001-05-15,David Williams (Himself - Host);Ieuan Wyn Jones (Himself);Anne McKenzie (Herself - Host);John Swinney (Himself)
20010517,2001-05-17,Charles Kennedy (Himself);David Dimbleby (Himself - Host)
20010523,2001-05-23,David Dimbleby (Himself - Host);William Hague (Himself)
20010530,2001-05-30,David Dimbleby (Himself - Host);Tony Blair (Himself)
20010614,2001-06-14,David Willetts (Himself);Clare Short (Herself);Tim Razzall (Himself);Janet Daley (Herself);David Baddiel (Himself);David Dimbleby (Himself - Host)
20010621,2001-06-21,Barbara Roche (Herself);Ken Loach (Himself);Prue Leith (Herself);Boris Johnson (Himself);Zac Goldsmith (Himself);David Dimbleby (Himself - Host)
20010628,2001-06-28,Ann Widdecombe (Herself);Patricia Hewitt (Herself);Nick Harvey (Himself);Joel Edwards (Himself);Nick Cohen (Himself);David Dimbleby (Himself - Host)
20010705,2001-07-05,Michael Portillo (Himself);Iain Duncan Smith (Himself);David Davis (Himself);Kenneth Clarke (Himself);Michael Ancram (Himself);David Dimbleby (Himself - Host)
20010913,2001-09-13,Phil Larder (Himself);Tom Dalyell (Himself);Paddy Ashdown (Himself);Yasmin Alibhai-Brown (Herself);David Dimbleby (Himself - Host)
20010920,2001-09-20,Susan Kramer (Herself);Geoff Hoon (Himself);Bill Emmott (Himself);David Davis (Himself);Ishtiaq Ahmed (Himself);David Dimbleby (Himself - Host)
20010927,2001-09-27,George Monbiot (Himself);Bernard Jenkin (Himself);Peter Hain (Himself);Bonnie Greer (Herself);Menzies Campbell (Himself);David Dimbleby (Himself - Host)
20011004,2001-10-04,John Reid (Himself);Amanda Platell (Herself);Mark Oaten (Himself);Bianca Jagger (Herself);Michael Ancram (Himself);David Dimbleby (Himself - Host)
20011011,2001-10-11,Jenny Tonge (Herself);Gerald Kaufman (Himself);Simon Heffer (Himself);Tim Collins (Himself);Rosie Boycott (Herself);David Dimbleby (Himself - Host)
20011018,2001-10-18,Irvine Welsh (Himself);Caroline Spelman (Herself);Max Hastings (Himself);Tony Benn (Himself);Donald Anderson (Himself);David Dimbleby (Himself - Host)
20011025,2001-10-25,Matthew Taylor (Himself);Ann Leslie (Herself);Noreena Hertz (Herself);Eric Forth (Himself);Hilary Benn (Himself);David Dimbleby (Himself - Host)
20011101,2001-11-01,Alex Salmond (Himself);Henry McLeish (Himself);Rebecca Hardy (Herself);Thomas Galbraith (Himself);Haleh Afshar (Herself);David Dimbleby (Himself - Host)
20011108,2001-11-08,David Willetts (Himself);Claire Rayner (Herself);Denis MacShane (Himself);Peter Hitchens (Himself);Navnit Dholakia (Himself);David Dimbleby (Himself - Host)
20011115,2001-11-15,Piers Morgan (Himself);Theresa May (Herself);Marie Colvin (Herself);Charles Clarke (Himself);Richard Branson (Himself);David Dimbleby (Himself - Host)
20011122,2001-11-22,Caroline Lucas (Herself);Oliver Letwin (Himself);Robert R. Kiley (Himself);Robin Cook (Himself);Charles Clarke (Himself);David Dimbleby (Himself - Host)
20011129,2001-11-29,David Trimble (Himself);Brid Rodgers (Herself);Charles Moore (Himself);Martin McGuinness (Himself);Germaine Greer (Herself);David Dimbleby (Himself - Host)
20011206,2001-12-06,Will Self (Himself);Melanie Phillips (Herself);Ed Davey (Himself);Kenneth Clarke (Himself);Diane Abbott (Herself);David Dimbleby (Himself - Host)
20020110,2002-01-10,Dafydd Wigley (Himself);Rhodri Morgan (Himself);Jane Moore (Herself);Julie Kirkbride (Herself);David Dimbleby (Himself - Host);Lembit Öpik (Himself)
20020117,2002-01-17,Dafydd Wigley (Himself);Rhodri Morgan (Himself);Julie Kirkbride (Herself);David Dimbleby (Himself - Host);Lembit Öpik (Himself)
20020124,2002-01-24,Tom Shakespeare (Himself);Sandy Millar (Himself);Muriel Gray (Herself);John Bercow (Himself);Hilary Armstrong (Herself);David Dimbleby (Himself - Host)
20020131,2002-01-31,Ann Winterton (Herself);Phil Willis (Himself);James Mawdsley (Himself);Alistair Darling (Himself);Camila Batmanghelidjh (Herself);David Dimbleby (Himself - Host)
20020207,2002-02-07,Tim Yeo (Himself);Stephen Twigg (Himself);Michael Grade (Himself);Janet Daley (Herself);Patsy Calton (Herself);David Dimbleby (Himself - Host)
20020214,2002-02-14,Ann Widdecombe (Herself);Carol Sarler (Herself);Ivan Massow (Himself);Gwyneth Dunwoody (Herself);Malcolm Bruce (Himself);David Dimbleby (Himself - Host)
20020221,2002-02-21,Nicholas Soames (Himself);William Morris (Himself);Estelle Morris (Herself);Ian Hislop (Himself);Mary Archer (Herself);David Dimbleby (Himself - Host)
20020228,2002-02-28,Eric Pickles (Himself);Matthew Parris (Himself);Estelle Morris (Herself);Joanne Harris (Herself);Abi Ekoku (Himself);David Dimbleby (Himself - Host)
20020307,2002-03-07,Antony Worrall Thompson (Himself);Shirley Williams (Herself);Julie Kirkbride (Herself);John Edmonds (Himself);Ben Bradshaw (Himself);David Dimbleby (Himself - Host)
20020314,2002-03-14,Mary Ann Sieghart (Herself);Liam Fox (Himself);Elizabeth Filkin (Herself);Harry Enfield (Himself);Nick Brown (Himself);David Dimbleby (Himself - Host)
20020321,2002-03-21,Mary Ann Sieghart (Herself);Dawn Primarolo (Herself);Patrick Moore (Himself);Evan Harris (Himself);Tim Collins (Himself);David Dimbleby (Himself - Host)
20020328,2002-03-28,John Redwood (Himself);Tim Razzall (Himself);Roy Hattersley (Himself);Julian Fellowes (Himself);Lauren Booth (Herself);David Dimbleby (Himself - Host)
20020418,2002-04-18,Matthew Taylor (Himself);Beverly Malone (Herself);Helen Liddell (Herself);Michael Howard (Himself);Rocco Forte (Himself);David Dimbleby (Himself - Host)
20020425,2002-04-25,Simon Weston (Himself);Sandi Toksvig (Herself);Alun Michael (Himself);Helen Mary Jones (Herself);Peter Ainsworth (Himself);David Dimbleby (Himself - Host)
20020509,2002-05-09,Jim Wallace (Himself);John Swinney (Himself);Michael Meacher (Himself);Jacqui Lait (Herself);Lorraine Kelly (Herself);David Dimbleby (Himself - Host)
20020516,2002-05-16,Gurbux Singh (Himself);Richard Rogers (Himself);Melanie Phillips (Herself);Michael Heseltine (Himself);Peter Hain (Himself);Tracey Emin (Herself);David Dimbleby (Himself - Host)
20020523,2002-05-23,Clare Short (Herself);Loyd Grossman (Himself);Damian Green (Himself);Clare Fox (Herself);Norman Baker (Himself);David Dimbleby (Himself - Host)
20020530,2002-05-30,Joan Walmsley (Herself);Steven Norris (Himself);Quentin Letts (Himself);Oona King (Herself);John Fortune (Himself);David Dimbleby (Himself - Host)
20020606,2002-06-06,John Whittingdale (Himself);Barbara Roche (Herself);Peter Ridsdale (Himself);Barry Norman (Himself);Beatrix Campbell (Herself);David Dimbleby (Himself - Host)
20020613,2002-06-13,Chris Mullin (Himself);John Maples (Himself);Emma Jones (Herself);Teresa Gorman (Herself);Menzies Campbell (Himself);David Dimbleby (Himself - Host)
20020620,2002-06-20,Linda Smith (Herself);Oliver Letwin (Himself);Yvette Cooper (Herself);Bruce Anderson (Himself);Victor Adebowale (Himself);David Dimbleby (Himself - Host)
20020627,2002-06-27,David Dimbleby (Himself - Host);Iain Duncan Smith (Himself)
20020704,2002-07-04,John Prescott (Himself);Alan Beith (Himself);Michael Ancram (Himself);David Dimbleby (Himself - Host)
20020912,2002-09-12,David Dimbleby (Himself - Host);Geoff Hoon (Himself);Ed Koch (Himself);Michael Moore (Himself);Victoria Toensing (Herself);Hamza Yusuf (Himself)
20020919,2002-09-19,Charles Kennedy (Himself);David Dimbleby (Himself - Host)
20020926,2002-09-26,Mike O'Brien (Himself);Bernard Jenkin (Himself);Rosemary Hollis (Herself);Menzies Campbell (Himself);Tariq Ali (Himself);David Dimbleby (Himself - Host)
20021003,2002-10-03,John Reid (Himself);Susan Kramer (Herself);Bob Crow (Himself);Patty Boulaye (Herself);John Bercow (Himself);David Dimbleby (Himself - Host)
20021010,2002-10-10,Joan Walmsley (Herself);Janet Street-Porter (Herself);Jackie Stewart (Himself);Gus Macdonald (Himself);Damian Green (Himself);David Dimbleby (Himself - Host)
20021017,2002-10-17,Brian Wilson (Himself);Ann Widdecombe (Herself);Peter Tatchell (Himself);Terry Pratchett (Himself);Clive James (Himself);David Dimbleby (Himself - Host)
20021024,2002-10-24,Nicola Sturgeon (Herself);Malcolm Rifkind (Himself);Michael Moore (Himself);Harriet Harman (Herself);Iain Banks (Himself);David Dimbleby (Himself - Host)
20021031,2002-10-31,Jenny Tonge (Herself);Minette Marrin (Herself);David Davis (Himself);Alistair Darling (Himself);Rodney Bickerstaffe (Himself);David Dimbleby (Himself - Host)
20021107,2002-11-07,David Willetts (Himself);Mo Mowlam (Herself);Dominic Lawson (Himself);Ben Elton (Himself);David Dimbleby (Himself - Host)
20021114,2002-11-14,Theresa Villiers (Herself);William Shawcross (Himself);Piers Morgan (Himself);Bonnie Greer (Herself);Charles Falconer (Himself);David Dimbleby (Himself - Host)
20021121,2002-11-21,Matthew Taylor (Himself);Janet Ryder (Herself);Francis Maude (Himself);Peter Hitchens (Himself);Tony Benn (Himself);David Dimbleby (Himself - Host)
20021128,2002-11-28,Melanie Phillips (Herself);Theresa May (Herself);Peter Mandelson (Himself);Simon Hughes (Himself);Andy Gilchrist (Himself);David Dimbleby (Himself - Host)
20021205,2002-12-05,Sandi Toksvig (Herself);Norman Tebbit (Himself);Tony Robinson (Himself);Ruth Lea (Herself);Paul Boateng (Himself);David Dimbleby (Himself - Host)
20021212,2002-12-12,Caroline Spelman (Herself);John O'Farrell (Himself);Rhodri Morgan (Himself);Quentin Letts (Himself);Jackie Ballard (Herself);David Dimbleby (Himself - Host)
20030109,2003-01-09,David Trimble (Himself);Brid Rodgers (Herself);Paul Murphy (Himself);Mitchel McLaughlin (Himself);Nigel Dodds (Himself);David Dimbleby (Himself - Host)
20030116,2003-01-16,Ken Livingstone (Himself);Michael Howard (Himself);Patricia Hewitt (Herself);Jeremy Clarkson (Himself);David Dimbleby (Himself - Host)
20030123,2003-01-23,Benjamin Zephaniah (Himself);Amanda Platell (Herself);Liz Lynne (Herself);Robin Cook (Himself);Kenneth Clarke (Himself);David Dimbleby (Himself - Host)
20030130,2003-01-30,Mark Oaten (Himself);Ann Leslie (Herself);Bernard Jenkin (Himself);George Galloway (Himself);David Dimbleby (Himself - Host)
20030206,2003-02-06,Shirley Williams (Herself);Andrew Pierce (Himself);Estelle Morris (Herself);Eric Forth (Himself);Billy Bragg (Himself);David Dimbleby (Himself - Host)
20030213,2003-02-13,David Dimbleby (Himself - Host);Rosie Boycott (Herself);Ron Davies (Himself);Simon Heffer (Himself);Simon Thomas (Himself);Tim Yeo (Himself)
20030220,2003-02-20,Shailesh Vara (Himself);Vanessa Redgrave (Herself);Margaret Hodge (Herself);Frederick Forsyth (Himself);David Baddiel (Himself);David Dimbleby (Himself - Host)
20030227,2003-02-27,Michael Meacher (Himself);Clarissa Dickson-Wright (Herself);Tim Collins (Himself);Beatrix Campbell (Herself);Malcolm Bruce (Himself);David Dimbleby (Himself - Host)
20030306,2003-03-06,Germaine Greer (Herself);Alan Duncan (Himself);Charles Clarke (Himself);Clive Anderson (Himself);David Dimbleby (Himself - Host)
20030313,2003-03-13,Matthew Parris (Himself);Simon Hughes (Himself);Roseanna Cunningham (Herself);Ann Clwyd (Herself);Michael Ancram (Himself);David Dimbleby (Himself - Host)
20030320,2003-03-20,Shirley Williams (Herself);Piers Morgan (Himself);Peter Hain (Himself);William Hague (Himself);David Dimbleby (Himself - Host)
20030327,2003-03-27,Freshta Raper (Herself);Oliver Letwin (Himself);Charles Kennedy (Himself);Geoff Hoon (Himself);Yasmin Alibhai-Brown (Herself);David Dimbleby (Himself - Host)
20030403,2003-04-03,Caroline Spelman (Herself);Mary Ann Sieghart (Herself);Will Self (Himself);Michael Moore (Himself);Roy Hattersley (Himself);David Dimbleby (Himself - Host)
20030409,2003-04-09,David Willetts (Himself);Jenny Tonge (Herself);Mark Steel (Himself);Mike O'Brien (Himself);Digby Jones (Himself);David Dimbleby (Himself - Host)
20030424,2003-04-24,James Rubin (Himself);Rami Khouri (Himself);Michael Howard (Himself);Geoff Hoon (Himself);Benazir Bhutto (Herself);David Dimbleby (Himself - Host)
20030508,2003-05-08,Caroline Lucas (Herself);Liam Fox (Himself);Vanessa Feltz (Herself);Rod Eddington (Himself);Hazel Blears (Herself);David Dimbleby (Himself - Host)
20030515,2003-05-15,Adam Price (Himself);Nigel Evans (Himself);Sharron Davies (Herself);Douglas Alexander (Himself);David Dimbleby (Himself - Host);Lembit Öpik (Himself)
20030522,2003-05-22,Polly Toynbee (Herself);Ian McCartney (Himself);Theresa May (Herself);Nigel Farage (Himself);Menzies Campbell (Himself);David Dimbleby (Himself - Host)
20030605,2003-06-05,Jim Wallace (Himself);Alex Salmond (Himself);John Redwood (Himself);Oona King (Herself);Muriel Gray (Herself);David Dimbleby (Himself - Host)
20030612,2003-06-12,Janet Street-Porter (Herself);David Steel (Himself);Andrew Roberts (Himself);Thomas Galbraith (Himself);Nick Brown (Himself);David Dimbleby (Himself - Host)
20030619,2003-06-19,Tom Shakespeare (Himself);Peter Hain (Himself);David Davis (Himself);Anne Atkins (Herself);Decca Aitkenhead (Herself);David Dimbleby (Himself - Host)
20030626,2003-06-26,Sandi Toksvig (Herself);Trevor Phillips (Himself);David Mellor (Himself);Gwyneth Dunwoody (Herself);David Dimbleby (Himself - Host)
20030703,2003-07-03,Tim Razzall (Himself);John O'Farrell (Himself);Janet Daley (Herself);Tim Collins (Himself);Valerie Amos (Herself);David Dimbleby (Himself - Host)
20030925,2003-09-25,Patricia Hewitt (Herself);Michael Grade (Himself);Menzies Campbell (Himself);Michael Ancram (Himself);David Dimbleby (Himself - Host)
20031002,2003-10-02,Mandy Telford (Herself);Jane Moore (Herself);Oliver Letwin (Himself);Peter Hain (Himself);Navnit Dholakia (Himself);David Dimbleby (Himself - Host)
20031009,2003-10-09,Theresa May (Herself);Helena Kennedy (Herself);Simon Hughes (Himself);Max Hastings (Himself);Alistair Darling (Himself);David Dimbleby (Himself - Host)
20031016,2003-10-16,Clare Short (Herself);Susan Kramer (Herself);Boris Johnson (Himself);Joel Edwards (Himself);David Aaronovitch (Himself);David Dimbleby (Himself - Host)
20031023,2003-10-23,Hilary Wainwright (Herself);Julian Lloyd Webber (Himself);Harriet Harman (Herself);Alan Duncan (Himself);Richard Branson (Himself);David Dimbleby (Himself - Host)
20031030,2003-10-30,Piers Morgan (Himself);Gerald Kaufman (Himself);Digby Jones (Himself);Sandra Gidley (Herself);Tim Collins (Himself);David Dimbleby (Himself - Host)
20031106,2003-11-06,John Swinney (Himself);Denis MacShane (Himself);Rosie Kane (Herself);Thomas Galbraith (Himself);Edwina Currie (Herself);David Dimbleby (Himself - Host)
20031113,2003-11-13,David Trimble (Himself);Martin McGuinness (Himself);Mark Durkan (Himself);Nigel Dodds (Himself);David Dimbleby (Himself - Host)
20031120,2003-11-20,Jenny Tonge (Herself);Vanessa Redgrave (Herself);Clive James (Himself);John Bercow (Himself);Hilary Benn (Himself);David Dimbleby (Himself - Host)
20031127,2003-11-27,Joan Walmsley (Herself);Simon Heffer (Himself);Bonnie Greer (Herself);Charles Falconer (Himself);Kenneth Clarke (Himself);David Dimbleby (Himself - Host)
20031204,2003-12-04,William Shawcross (Himself);Mark Oaten (Himself);Margaret Hodge (Herself);Liam Fox (Himself);Shami Chakrabarti (Herself);David Dimbleby (Himself - Host)
20031211,2003-12-11,Barry Norman (Himself);Susan Greenfield (Herself);David Davis (Himself);Charles Clarke (Himself);Henry Blofeld (Himself);David Dimbleby (Himself - Host)
20040108,2004-01-08,Tony Wilson (Himself);David Willetts (Himself);P.D. James (Herself);Ed Davey (Himself);Hazel Blears (Herself);David Dimbleby (Himself - Host)
20040115,2004-01-15,Shirley Williams (Herself);David Starkey (Himself);George Osborne (Himself);David Miliband (Himself);Claire Fox (Herself);David Dimbleby (Himself - Host)
20040122,2004-01-22,Matthew Taylor (Himself);Norman Jay (Himself);Anne Atkins (Herself);Michael Ancram (Himself);Douglas Alexander (Himself);David Dimbleby (Himself - Host)
20040129,2004-01-29,Oliver Letwin (Himself);Ian Hislop (Himself);Janet Daley (Herself);Menzies Campbell (Himself);Margaret Beckett (Herself);David Dimbleby (Himself - Host)
20040205,2004-02-05,Tim Yeo (Himself);Jenny Tonge (Herself);Rod Liddle (Himself);Rosemary Hollis (Herself);Peter Hain (Himself);David Dimbleby (Himself - Host)
20040212,2004-02-12,Toby Young (Himself);Ann Widdecombe (Herself);Roy Hattersley (Himself);Shirley Conran (Herself);David Dimbleby (Himself - Host);Lembit Öpik (Himself)
20040219,2004-02-19,Simon Weston (Himself);Adam Price (Himself);Laura Jones (Herself);Darcus Howe (Himself);Ann Clwyd (Herself);David Dimbleby (Himself - Host)
20040226,2004-02-26,Caroline Lucas (Herself);Julie Kirkbride (Herself);Peter Hitchens (Himself);Brian Eno (Himself);Ben Bradshaw (Himself);David Dimbleby (Himself - Host)
20040304,2004-03-04,Sarah Teather (Herself);Melanie Phillips (Herself);Wayne Hemingway (Himself);Waheed Alli (Himself);Adam Afriyie (Himself);David Dimbleby (Himself - Host)
20040311,2004-03-11,Tim Razzall (Himself);Theresa May (Herself);Beverley Hughes (Herself);Alain de Botton (Himself);Bruce Anderson (Himself);David Dimbleby (Himself - Host)
20040318,2004-03-18,Malcolm Rifkind (Himself);Harriet Harman (Herself);Nick Cohen (Himself);Jeremy Clarkson (Himself);Vince Cable (Himself);David Dimbleby (Himself - Host)
20040325,2004-03-25,John Thurso (Himself);Ned Temko (Himself);John Redwood (Himself);Barbara Follett (Herself);Tony Benn (Himself);David Dimbleby (Himself - Host)
20040415,2004-04-15,Benjamin Zephaniah (Himself);Emma Soames (Herself);Mark Oaten (Himself);Andrew Lansley (Himself);Chris Bryant (Himself);David Dimbleby (Himself - Host)
20040422,2004-04-22,Andrew Rosindell (Himself);Amanda Platell (Herself);Estelle Morris (Herself);David Laws (Himself);Mick Hucknall (Himself);David Dimbleby (Himself - Host)
20040429,2004-04-29,Hamza Yusuf (Himself);Simon Thomas (Himself);Norman Tebbit (Himself);Rhona Cameron (Herself);Valerie Amos (Herself);David Dimbleby (Himself - Host)
20040506,2004-05-06,David Steel (Himself);Nicholas Soames (Himself);John Sentamu (Himself);Jane Moore (Herself);Yvette Cooper (Herself);David Dimbleby (Himself - Host)
20040513,2004-05-13,Alex Salmond (Himself);Julia Hartley-Brewer (Herself);Annabel Goldie (Herself);Alistair Darling (Himself);Malcolm Bruce (Himself);David Dimbleby (Himself - Host)
20040520,2004-05-20,Jean Lambert (Herself);Robert Kilroy-Silk (Himself);Patricia Hewitt (Herself);Menzies Campbell (Himself);Michael Ancram (Himself);David Dimbleby (Himself - Host)
20040527,2004-05-27,Phil Willis (Himself);Janet Street-Porter (Herself);Caroline Spelman (Herself);Peter Hain (Himself);Julian Fellowes (Himself);David Dimbleby (Himself - Host)
20040603,2004-06-03,Shirley Williams (Herself);Polly Toynbee (Herself);Zac Goldsmith (Himself);Liam Fox (Himself);Nick Brown (Himself);David Dimbleby (Himself - Host)
20040617,2004-06-17,David Willetts (Himself);Matthew Taylor (Himself);Dick Morris (Himself);Germaine Greer (Herself);Caroline Flint (Herself);David Dimbleby (Himself - Host)
20040624,2004-06-24,Marc Roche (Himself);Allison Pearson (Herself);Harry Enfield (Himself);Robin Cook (Himself);John Bercow (Himself);David Dimbleby (Himself - Host)
20040701,2004-07-01,Andrew Pierce (Himself);Bernard Jenkin (Himself);Roseanna Cunningham (Herself);Douglas Alexander (Himself);Kaye Adams (Herself);David Dimbleby (Himself - Host)
20040708,2004-07-08,Sarah Teather (Herself);David Lammy (Himself);Boris Johnson (Himself);Kat Fletcher (Herself);Jimmy Carr (Himself);David Dimbleby (Himself - Host)
20040923,2004-09-23,Simon Hughes (Himself);Julia Hartley-Brewer (Herself);Peter Hain (Himself);Richard Dreyfuss (Himself);Tim Collins (Himself);David Dimbleby (Himself - Host)
20040930,2004-09-30,Ruth Lea (Herself);Kwame Kwei-Armah (Himself);Geoff Hoon (Himself);Sandra Gidley (Herself);Liam Fox (Himself);David Dimbleby (Himself - Host)
20041007,2004-10-07,Matthew Parris (Himself);Patricia Hewitt (Herself);Nigel Farage (Himself);Jody Dunn (Herself);David Cameron (Himself);David Dimbleby (Himself - Host)
20041014,2004-10-14,Christopher Meyer (Himself);Harriet Harman (Herself);Michael Gove (Himself);Shami Chakrabarti (Herself);David Dimbleby (Himself - Host);Lembit Öpik (Himself)
20041021,2004-10-21,Peter Tatchell (Himself);Melanie Phillips (Herself);Michael Heseltine (Himself);Clement Freud (Himself);Caroline Flint (Herself);David Dimbleby (Himself - Host)
20041028,2004-10-28,Lida Rodriguez-Taseff (Herself);Michael Moore (Himself);Richard Littlejohn (Himself);David Frum (Himself);Sidney Blumenthal (Himself);David Dimbleby (Himself - Host)
20041104,2004-11-04,Shirley Williams (Herself);Caroline Spelman (Herself);Andrew Roberts (Himself);Ben Elton (Himself);Douglas Alexander (Himself);David Dimbleby (Himself - Host)
20041111,2004-11-11,Alex Salmond (Himself);Peter Oborne (Himself);Francis Maude (Himself);Rosie Kane (Herself);Cathy Jamieson (Herself);David Dimbleby (Himself - Host)
20041118,2004-11-18,Tim Yeo (Himself);Jenny Tonge (Herself);Simon Hart (Himself);Greg Dyke (Himself);Ben Bradshaw (Himself);David Dimbleby (Himself - Host)
20041125,2004-11-25,Linda Smith (Herself);Clare Short (Herself);George Osborne (Himself);Mark Oaten (Himself);James Jones (Himself);David Dimbleby (Himself - Host)
20041202,2004-12-02,Sarah Teather (Herself);John Sergeant (Himself);Raj Persaud (Himself);Alan Duncan (Himself);Hazel Blears (Herself);David Dimbleby (Himself - Host)
20041209,2004-12-09,Matthew Taylor (Himself);Oliver Letwin (Himself);Robert Kilroy-Silk (Himself);Germaine Greer (Herself);Ed Balls (Himself);David Dimbleby (Himself - Host)
20050106,2005-01-06,Barbara Stocking (Herself);Clare Short (Herself);Tim Razzall (Himself);Alan Duncan (Himself);David Aaronovitch (Himself);David Dimbleby (Himself - Host)
20050113,2005-01-13,John Redwood (Himself);Caroline Lucas (Herself);Ann Leslie (Herself);Armando Iannucci (Himself);Charles Falconer (Himself);David Dimbleby (Himself - Host)
20050120,2005-01-20,Susan Kramer (Herself);Jeremy Greenstock (Himself);Billy Bragg (Himself);Michael Ancram (Himself);Valerie Amos (Herself);David Dimbleby (Himself - Host)
